Stuart Ramsay witnesses a Taliban�,Sno.,Author_ID,ID,Text,Like Count,Reply Count,Retweet Count,NewFinal,Comments
418,293,602403521,1.43E+18,"#Insiders Back in the 1990's, I was being asked to sign on to support global initiatives re trying to alleviate the situation of women and girls in Afghanistan. It looked futile then. Now, we cycle back to that tragedy.",165,6,17,E,
419,298,163382249,1.43E+18,"I’m sorry, the US spent trillions in trainings the Afghan forces, only for them to roll over. Afghanistan is a US foreign policy failure. So permanent occupation is the answer? #insiders beating war drums.",1,1,1,E,
,,,,,,,,,
,,,,,,,,,
422,318,21733692,1.43E+18,"Remember when Trump was going to the invite the Taliban before 9-11 for a secret meeting at Camp David and MAGA was like, "" OK Cool. Yay Trump!"" Yeah they don't care about Afghans or Afghanistan. I just hate the hypocrisy.",1038,31,205,E,
423,321,3273749714,1.43E+18,"Remember…we haven’t sent the “Army” or the “Marines” to help clean up this Afghanistan mess. 

We have sent: fathers, mothers, sisters, friends, brothers, sons, daughters, to Afghanistan. 

Pray for them. 
And then pray that our “president” grows a brain and becomes a leader.",36,1,4,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
428,332,1.18E+18,1.43E+18,"How did the great powers reason about the decision to withdraw from Afghanistan? How can you invade a country, profit from its resources, and then leave the country in ruins and give space to the Taliban?",0,1,0,E,
429,337,1.41E+18,1.43E+18,"If you’re a Muslim who supports the Taliban in the West, you should get deported or leave on your own. You now have a place to go without larping online.",15,2,6,E,
430,343,7.24E+17,1.43E+18,"Not sure if this is an unpopular opinion, but we should keep out of Afghanistan no strategic value to the U.K. so why spend our gold and our soldiers lives?",3,1,1,E,
431,345,17591828,1.43E+18,"As I'm currently watching Handmaid's Tale, I'm left wondering how shit like this can happen.

Then Afghanistan.",4,1,0,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
443,375,485139839,1.43E+18,"As we watch the reports from Afghanistan, there are heartbreaking scenes for the thousands of Afghans seeking help.",55,8,7,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
447,395,8.20E+17,1.43E+18,"Afghanistan about to be taken over by the Taliban. All the lives lost for nothing, me and many others risked our lives for nothing. This can not be allowed to happen.

Been seriously considering re-enlisting and going bk. I’d go back 2mrw with the same brothers I did b4!!",72,13,5,E,
448,398,1.06E+18,1.43E+18,"It's going to be bad in Afghanistan. What our service members have gone through over there is also bad. KIAs, suicides, substance addictions, homelessness, PTSD. Y'all wanting our boys and girls to continue enduring that over your *feelings* when you never signed up? FOH.",48,1,7,E,
,,,,,,,,,
450,409,1.02E+18,1.43E+18,US and UK troops all died trying to secure Afghanistan but it was all for nothing thank you @BorisJohnson @POTUS https://t.co/KFYsLDlN16,6,1,2,E,
451,410,385643102,1.43E+18,Kabul - done our dash. May the innocent civilians &amp; fighters against Taliban somehow find solace / somewhere.,3,3,0,E,
,,,,,,,,,
,,,,,,,,,
454,414,140768534,1.43E+18,"2021: Leave without a plan, hand the whole country back to the Taliban. sign an agreement with Turkey to take all their so-called refugees who are young, uneducable, ex-Taliban(mostly) warrior men and watch them attacking, raping and disturbing Turks on Turkish soil.
1/2",1,1,0,E,
455,415,164138941,1.43E+18,"20 years ago, Republican President started the war in Afghanistan. 

20 years later, a Republican President ended the war in Afghanistan. 

So naturally a Democratic President is getting blamed for all of it.",2,1,1,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
464,454,3637523779,1.43E+18,"Defeat of USA in Afghanistan is in many ways much more humiliating 
As compared to in Vietnam .",6,2,0,E,
,,,,,,,,,
,,,,,,,,,
467,460,1.36E+18,1.43E+18,"@chucktodd @MeetThePress @nbcchicago 
C’mon Man Chuck u aren’t going to lay this ridiculous act by Dingbat Biden on Trump of bringing troops so quickly out of Afghanistan If Biden had any clue he would of drawn down US troop presence…",0,2,0,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
476,487,1466245688,1.43E+18,"As a lecturer, I can’t imagine being targeted for being a woman &amp; teaching female students. For #AfghanWomen in professions the #Taliban prohibited, ie. all roles in public life, their livelihoods, even lives, are at risk. They must be supported &amp; protected. #Afghanistan #Kabul",76,4,19,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
484,506,9.02E+17,1.43E+18,"Joe Biden has a strong message for the Taliban.

""What ice cream flavor do you like most?""",3,2,0,E,
,,,,,,,,,
486,514,452422952,1.43E+18,"There are better voices to talk about Afghanistan, but I know sometimes big huge events are hard to feel. It is easier to feel the personal, and there are links between #TheEleventhTrade and the today's events. If you need a way to enter the unfolding pain, maybe this will help.",2,2,3,E,
487,516,22374133,1.43E+18,So troops from all over worked 20 years there for nothing?  They’re just handing it over to the Taliban?,2,2,0,E,
488,518,1.23E+18,1.43E+18,"I would like to voice my support to the Afghans I met &amp; befriended while in Europe. They suffered silently, marginalized, discriminated &amp; victims of hate crimes. The world ignored their plight and cries for help. As hopeless as I feel, my thoughts are with #Afghanistan today.",30,1,3,E,
489,521,262208427,1.43E+18,"So awful and sad. “The Taliban ruled Afghanistan for 5 years until the US invaded in 2001. Under their strict interpretation of Islam, women were forbidden to work, receive an education or leave their homes without being accompanied by male relatives.”

https://t.co/yJj5o6Ts59",0,1,0,E,
490,527,55614417,1.43E+18,#Taliban is on the verge of taking over Kabul. Things are happening as though there's no #COVID19 at all.,7,1,0,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
495,536,1.28E+18,1.43E+18,"Does he even know what he is talking? 

#AfghanistanBurning #Afghanistan https://t.co/tQAlPAxJ24",3,2,4,E,
,,,,,,,,,
,,,,,,,,,
498,543,400696831,1.43E+18,"Afghanistan: UK has abandoned Afghan people, says senior MP more like the western world too … War …what is it good for?!  https://t.co/qw2LbrlWgB",7,1,0,E,
,,,,,,,,,
500,546,7.98E+17,1.43E+18,https://t.co/m2GQfDIi6e The American &amp; British presence was the only thing holding Afghanistan back from total chaos. All the lives lost and humanitarian gains are now for nothing. Do the young adults remember why we were there? Now we have a  base for terrorists like no other!,0,1,0,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
504,553,27313635,1.43E+18,"As the U.S. military leaves Afghanistan, do you really think that the U.S. is still concerned about women and girls rights in the country? 

The propaganda is exposed for what it is.",23,4,10,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
508,571,28213817,1.43E+18,"My partner lived and worked for the UN in Afghanistan. She talks about the most beautiful country/landscapes like nowhere else on earth, gentle people and wanting to go back. Gutted by what has unfolded since she left and watching Kabul fall tonight. Terrified for her colleagues.",199,3,20,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
513,581,16036763,1.43E+18,what's happening in afghanistan reminds me of the people i used to teach at a refugee center. i hope they're doing well.,5,1,0,E,
,,,,,,,,,
515,589,4109998360,1.43E+18,"Interesting how tone of journalists, activists is changing about  #Taliban. 
Has parallels in history.

https://t.co/NDtHa5tJmh https://t.co/iP6kc7dvZO",0,1,0,E,
,,,,,,,,,
517,591,11866582,1.43E+18,"Out of respect for tradition, the warmongers now pretending to care about Afghanistan should now pick a random country they'd like to invade instead of actually caring about Afghanistan.",221,6,44,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
524,610,1.34E+18,1.43E+18,"When India come to know that Taliban have conquered Kabul on their Independence day and have ruined their day😅
#Kabul  #Talibans https://t.co/MxxwWQfqvU",7,1,0,E,
,,,,,,,,,
526,613,16578293,1.43E+18,"I am actively refusing to think about how every major decision of my adult life (when to get married, where to live, what job I can work, when to have babies, how to raise them) has been made around deployments to Afghanistan.",502,10,29,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
531,625,3290552812,1.43E+18,Afghanistan on the brink of Taliban takeover - 20 years after 9/11 many will ask what the whole point of the NATO mission was https://t.co/UOaR8172xE,2,1,0,E,
,,,,,,,,,
533,627,1.04E+18,1.43E+18,"Congratulation....!
Kabul Fall...on 15-Aug
Pakistan won the proxy war against India on their independance Day...
And also won the great game....
#taliban",2,1,1,E,
534,628,1.42E+18,1.43E+18,"Everyone was crying for Palestine, but no voice is raised for Afghanistan, why?? Is it because here the oppressors is taliban. Hope normalcy and peace are restored quickly 🙏🙏",0,1,0,E,
,,,,,,,,,
536,634,1.01E+18,1.43E+18,"If anything happens to people who worked alongside the British presence in Afghanistan, who have subsequently been refused safe passage to the UK, Priti Patel will have blood on her hands. https://t.co/zaYOr60oB5",7,1,0,E,
537,644,2879709882,1.43E+18,"Afghans have suffered alot. May peace prevail in #Afghanistan 🤲🏻
Ameen!",33,4,3,E,
,,,,,,,,,
539,652,835194732,1.43E+18,They didn't let Afghans progress for two decades and have the audacity to post pictures of women saying how *modern* and *progressive* Afghanistan was.,22,1,7,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
546,664,49830886,1.43E+18,May god have mercy - #Afghanistan https://t.co/sHn6wZSTLT,1,1,0,E,
547,665,9.48E+17,1.43E+18,"None can fend off this evil with democracy! Sometimes to build a nation, you need a devastating force that can utterly destroy barbarism. Afghanistan needs that decisive ruthless force to forge out a nation out of this ash. No pow, no mercy! Unconditional surrender or bullets.",8,2,2,E,
,,,,,,,,,
,,,,,,,,,
550,672,958535964,1.43E+18,So many people died in Afghanistan wearing that American flag for nothing. They’re going right back to square one; &amp; America is busy worried about ….?,0,1,0,E,
,,,,,,,,,
552,674,1.18E+18,1.43E+18,This Taliban bullshit is all on @JoeBiden . You can't blame trump for this.,10,2,4,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
556,685,1.40E+18,1.43E+18,"The People With Long Beard, Amama &amp; Shalwar Kameez Beat Well Mannered Army, Strategies, Unions, Technology &amp; ""A Super Power"" 😉

Yes That's the Power of Emaan ✊
#Taliban #Kabul #Afghanistan https://t.co/dEd7hZLLH8",0,1,0,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
563,709,272980164,1.43E+18,"The Fall of #Kabul 
The Fall of #USForeignPolicy 
May God have mercy on Afghan women who will live under the blight of the Taliban.",1,1,0,E,
,,,,,,,,,
565,716,8.90E+17,1.43E+18,"Feel sickened at Afghanistan turning back to the Medieval age. For my fellow veterans, remember we did the job we were asked to do well; what happens now is not on our conscience, not is it down to any failings on our part. 1/2",1,1,0,E,
566,723,4137825268,1.43E+18,"Whatever platitudes and hollow words Johnson's Gov spout next week in parliament, it will do absolutely fuck all to change the situation in Afghanistan.

What's even worse is in 6-months time Priti Patel will be calling those fleeing the chaos criminals and economic migrants...🙄",14,1,4,E,
,,,,,,,,,
,,,,,,,,,
569,733,16832632,1.43E+18,"This is unbelievable, potentially lethal negligence on the part of the Morrison Government towards Afghans who have stood with Australia over a decade. I’ve been pleading with the government to bring them to Australia for months. Where the hell is Dutton.  https://t.co/2OrI4HcfTU",5212,299,1510,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
579,760,17348525,1.43E+18,Afghans who remember the Taliban's brutal rule and those who have lived in areas controlled by the Islamic militants in recent years have watched with growing fear as the insurgents have overrun most of the country while international forces withdraw. https://t.co/XIu2nmbHOX,0,4,0,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
586,785,1.29E+18,1.43E+18,"I, and every other Afghanistan veteran, deserve to hear the president speak about this embarrassing withdrawal. 

I don’t blame him completely for what has transpired, but he’s the guy in the Oval Office now. 

Be a leader. 

We deserve an explanation.",40,5,5,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
595,811,174939001,1.43E+18,"Seeing a lot of conservative people I know who were very critical of Biden for ""getting us in another war with Afghanistan"" 5 months ago now very mad that Biden pulled troops out which led to Afghanistan falling. 

Not surprised, but it is very funny nonetheless.",6,3,0,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
601,829,24045870,1.43E+18,"The situation in #Afghanistan is shocking and worsening by the hour. Here is my statement responding to concerns raised by constituents👇🏻
https://t.co/cIy3luJwy8",13,2,3,E,
,,,,,,,,,
603,834,1192316876,1.43E+18,"First the US funded  Taliban to fight the Soviets, then they funded the Pakistanis to fight the Taliban, then they legitimised the Taliban to fight the Afghan govt
When nothing worked they left in the dead of night putting the onus of peace on #Afghanistan
#BidenIsALaughingstock",0,1,0,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
621,901,1.29E+18,1.42E+18,"These ""patriotic"" dissenters &amp; Lar O Bar brigade trending Allahuakbar want Pakistan to involve itself in Afg's civil war to fight Taliban are privillaged folks who never directly experienced friday bombings in every major city of Pakistan and rural KP outside news headlines",1,1,0,E,
,,,,,,,,,
,,,,,,,,,
624,911,18864193,1.42E+18,10 years ago. I dread to think what these boys are facing now... #Afghanistan https://t.co/VMebExkLLj,20,4,0,E,
,,,,,,,,,
626,925,1.32E+18,1.42E+18,"They’d chain afghans, in the name of Taliban, tightly to the bed, turn it upside down, leave it for several days, until they passed away with these bars slashing their flesh. When discovered by Taliban, the room was full of foul stench. 1/2 
#KabulRegimeCrimes https://t.co/mxsz5f3lyg",1,1,0,E,
,,,,,,,,,
628,930,25575046,1.42E+18,"WTH is the matter with this administration? We are abandoning our allies in Afghanistan to guaranteed slaughter, which thousands will be, because we have/had no plan to bring them out safely. Now I hear that it's up to thousands of them to find their own way out of the country.",0,1,0,E,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
632,961,8.32E+17,1.42E+18,"Cities are not falling in Afghanistan. They are burning, looting, and bleeding. 

#SanctionPakistan #EndProxyWar 
#Afganistan",2,1,0,E,
,,,,,,,,,
634,970,1.20E+18,1.42E+18,"Afghan interpreters who worked with British troops plead for UK to rescue them from Taliban 'death sentence'
https://t.co/4E10bHrqj1
⁦@BorisJohnson⁩⁦@pritipatel⁩ they have helped our troops. GET A GRIP FFS https://t.co/R9T2YNN32z",12,2,2,E,
,,,,,,,,,
636,978,8.53E+17,1.42E+18,"#EndProxyWarInAfghanistan
#SanctionPakistan
#Afghan_lives_matter
Why world is blind in the case of Afghanistan!!!!!!? #StopPeaceNegotiationwithTaliban https://t.co/dgiEsmLxTU",5,1,0,E,
,,,,,,,,,
,,,,,,,,,
639,995,333117195,1.43E+18,"Had one of those rare dreams where I'm back in Afghanistan, just a single truck crew, and under heavy enemy attack. A situation you'd never find yourself in, bc we rolled heavy, but one that plagued my dreams the first six months I was home and likes to crop up now and again.",3,1,0,E,
,,,,,,,,,
641,998,2907129793,1.43E+18,"Dear Lar O Bar walas, raising questions on Afghan Army's  incompetence and supporting taliban are two different things, use your brain before labeling someone a taliban apologist.",28,3,7,E,
